JOIN_NAME,geography_type,median_home_value,home_ref,population,county_income,msa_income,ref_income,affordability_ratio,net_new_units_2021,net_new_units_2022,net_new_units_2023,net_new_units_2024,total_net_new_units,rate_2021,rate_2022,rate_2023,rate_2024,avg_annual_rate
MONTEREY PARK,City,818300.0,Place,59639,87760,93525.0,93525.0,8.749532210638867,17.0,207.0,28.0,131.0,383.0,0.2850483743858884,3.470883146934053,0.4694914401649927,2.196549237914787,1.6054930498499305
MONTE SERENO,City,2000001.0,Place,3459,159674,157444.0,157444.0,12.702935646960189,25.0,8.0,9.0,12.0,54.0,7.227522405319456,2.3128071697022263,2.6019080659150045,3.469210754553339,3.9028620988725065
MOORPARK,City,852800.0,Place,35957,107327,107327.0,107327.0,7.94581046707725,13.0,89.0,9.0,9.0,120.0,0.36154295408404485,2.475178685652307,0.250298968212031,0.250298968212031,0.8343298940401034
MORAGA,City,1597600.0,Place,16790,125727,133780.0,133780.0,11.941994319031245,23.0,3.0,4.0,3.0,33.0,1.36986301369863,0.1786777843954735,0.23823704586063132,0.1786777843954735,0.49136390708755207
MORENO VALLEY,City,461400.0,Place,210378,89672,86031.0,86031.0,5.363183038672107,452.0,416.0,319.0,650.0,1837.0,2.1485136278508206,1.9773930734202243,1.5163182462044509,3.0896766772191007,2.1829754061736493
MORGAN HILL,City,1127600.0,Place,45152,159674,157444.0,157444.0,7.161911536800386,57.0,56.0,104.0,61.0,278.0,1.2624025513819985,1.2402551381998583,2.3033309709425938,1.35099220411056,1.5392452161587526
MORRO BAY,City,864900.0,Place,10717,93398,93398.0,93398.0,9.260369601062122,4.0,7.0,10.0,54.0,75.0,0.373238779509191,0.6531678641410843,0.9330969487729776,5.038723523374078,1.7495567789493327
MOUNTAIN VIEW,City,1927400.0,Place,82363,159674,157444.0,157444.0,12.241812962069053,265.0,321.0,1177.0,124.0,1887.0,3.2174641525927905,3.897381105593531,14.29039738717628,1.5055303959302113,5.727693260323203
MOUNT SHASTA,City,283100.0,Place,3208,55499,,55499.0,5.100992810681274,2.0,4.0,8.0,0.0,14.0,0.6234413965087282,1.2468827930174564,2.493765586034913,0.0,1.0910224438902745
MURRIETA,City,606900.0,Place,111621,89672,86031.0,86031.0,7.054433866861945,158.0,64.0,0.0,561.0,783.0,1.415504250992197,0.5733688105284848,0.0,5.02593597978875,1.753702260327358
NAPA,City,824500.0,Place,78816,108970,108970.0,108970.0,7.566302652106084,0.0,0.0,134.0,0.0,134.0,0.0,0.0,1.7001624035728786,0.0,0.42504060089321966
NATIONAL CITY,City,580900.0,Place,55960,102285,102285.0,102285.0,5.679229603558684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEEDLES,City,134400.0,Place,4882,82184,86031.0,86031.0,1.562227569132057,-5.0,0.0,1.0,0.0,-4.0,-1.024170421958214,0.0,0.20483408439164277,0.0,-0.2048340843916428
NEVADA CITY,City,607300.0,Place,3168,84905,84905.0,84905.0,7.152700076556151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWARK,City,1094200.0,Place,47145,126240,133780.0,133780.0,8.179100014949917,167.0,448.0,210.0,252.0,1077.0,3.5422632304592216,9.502598366740907,4.4543429844097995,5.3452115812917596,5.711104040725422
NEWMAN,City,381900.0,Place,12299,79661,79661.0,79661.0,4.794064849801032,0.0,0.0,4.0,46.0,50.0,0.0,0.0,0.32522969347101394,3.74014147491666,1.0163427920969186
NEWPORT BEACH,City,2000001.0,Place,84304,113702,93525.0,93525.0,21.38466720128308,30.0,36.0,56.0,31.0,153.0,0.3558550009489467,0.427026001138736,0.6642626684380337,0.36771683431391156,0.45371512620990695
NORCO,City,731900.0,Place,25211,89672,86031.0,86031.0,8.507398495891016,0.0,12.0,17.0,29.0,58.0,0.0,0.4759827059616834,0.6743088334457181,1.1502915394074014,0.5751457697037008
NORWALK,City,616600.0,Place,100713,87760,93525.0,93525.0,6.592889601710772,101.0,0.0,1.0,0.0,102.0,1.0028496817689871,0.0,0.009929204769989972,0.0,0.25319472163474427
NOVATO,City,1007100.0,Place,52689,142785,133780.0,133780.0,7.528031095828973,38.0,62.0,94.0,187.0,381.0,0.7212131564463171,1.1767162026229383,1.7840535975251002,3.549127901459508,1.807777714513466
OAKDALE,City,432800.0,Place,23155,79661,79661.0,79661.0,5.433022432557965,71.0,0.0,17.0,45.0,133.0,3.0662923774562727,0.0,0.7341826819261499,1.9434247462751024,1.4359749514143814
OAKLAND,City,924700.0,Place,438072,126240,133780.0,133780.0,6.912094483480341,4032.0,3341.0,1540.0,2249.0,11162.0,9.203966471264996,7.626600193575485,3.5154038605526035,5.133859274274548,6.3699574499169085
OAKLEY,City,632800.0,Place,44311,125727,133780.0,133780.0,4.7301539841530875,436.0,220.0,167.0,281.0,1104.0,9.839543228543702,4.964907133668841,3.7688158696486203,6.34154047527702,6.228701676784546
OCEANSIDE,City,702000.0,Place,172542,102285,102285.0,102285.0,6.863176418829741,277.0,238.0,255.0,675.0,1445.0,1.6054062199348564,1.3793742972725482,1.477901032792016,3.912090969155336,2.093693129788689
OJAI,City,947000.0,Place,7576,107327,107327.0,107327.0,8.823502007882453,0.0,16.0,48.0,29.0,93.0,0.0,2.1119324181626187,6.335797254487857,3.8278775079197467,3.0689017951425552
ONTARIO,City,568000.0,Place,178347,82184,86031.0,86031.0,6.602271274308098,1219.0,1200.0,616.0,1597.0,4632.0,6.834990215703096,6.728456323907888,3.453940912939382,8.954453957734081,6.492960352571112
ORANGE,City,900700.0,Place,138723,113702,93525.0,93525.0,9.630580058807805,145.0,1060.0,54.0,186.0,1445.0,1.0452484447424004,7.641126561565134,0.38926493804199735,1.3408014532557686,2.6041103494013247
ORANGE COVE,City,232900.0,Place,9607,71434,71897.0,71897.0,3.239356301375579,0.0,5.0,0.0,80.0,85.0,0.0,0.5204538357447694,0.0,8.327261371916311,2.21192880191527
ORINDA,City,1804400.0,Place,19472,125727,133780.0,133780.0,13.487815817013006,69.0,0.0,26.0,23.0,118.0,3.5435497124075597,0.0,1.3352506162695152,1.1811832374691866,1.5149958915365653
ORLAND,City,320700.0,Place,8252,70487,,70487.0,4.549775135840651,19.0,0.0,0.0,0.0,19.0,2.3024721279689775,0.0,0.0,0.0,0.5756180319922444
OROVILLE,City,280600.0,Place,19855,68574,68574.0,68574.0,4.091929885962609,0.0,181.0,0.0,303.0,484.0,0.0,9.116091664568119,0.0,15.260639637370938,6.094182825484764
OXNARD,City,617800.0,Place,201014,107327,107327.0,107327.0,5.756240275047285,360.0,51.0,372.0,385.0,1168.0,1.7909200354204184,0.25371367168455927,1.8506173699344324,1.9152894823246143,1.4526351398410062
PACIFICA,City,1211700.0,Place,37527,156000,133780.0,133780.0,9.057407684257736,33.0,37.0,69.0,46.0,185.0,0.879366855863778,0.9859567777866602,1.8386761531697178,1.225784102113145,1.2324459722333252
PACIFIC GROVE,City,1129400.0,Place,15003,94486,94486.0,94486.0,11.95309358000127,6.0,38.0,26.0,5.0,75.0,0.3999200159968006,2.532826767979737,1.7329867359861362,0.33326667999733384,1.249750049990002
PALMDALE,City,435300.0,Place,165487,87760,93525.0,93525.0,4.654370489174018,276.0,221.0,306.0,368.0,1171.0,1.6678047218210494,1.3354523316030866,1.84908784375812,2.2237396290947324,1.769021131569247
PALM DESERT,City,491600.0,Place,51551,89672,86031.0,86031.0,5.71421929304553,64.0,203.0,538.0,805.0,1610.0,1.241489010882427,3.937847956392698,10.436266997730403,15.61560396500553,7.807801982502765
PALM SPRINGS,City,567300.0,Place,44998,89672,86031.0,86031.0,6.594134672385535,276.0,275.0,-2.0,0.0,549.0,6.133605938041691,6.11138272812125,-0.044446419840881816,0.0,3.050135561580515
PALO ALTO,City,2000001.0,Place,67231,159674,157444.0,157444.0,12.702935646960189,51.0,0.0,193.0,161.0,405.0,0.7585786318811263,0.0,2.870699528491321,2.3947286222129676,1.5060016956463538
PALOS VERDES ESTATES,City,2000001.0,Place,13047,87760,93525.0,93525.0,21.38466720128308,0.0,16.0,0.0,17.0,33.0,0.0,1.2263355560665286,0.0,1.302981528320687,0.6323292710968038
PARADISE,City,391100.0,Place,6793,68574,68574.0,68574.0,5.703327791874472,622.0,678.0,563.0,447.0,2310.0,91.56484616517002,99.80862652730752,82.87943471220375,65.80303253349037,85.01398498454292
PARAMOUNT,City,500400.0,Place,52546,87760,93525.0,93525.0,5.350441058540497,8.0,54.0,33.0,15.0,110.0,0.1522475545236555,1.0276709930346744,0.6280211624100788,0.285464164731854,0.5233509686750657
PARLIER,City,236100.0,Place,14545,71434,71897.0,71897.0,3.2838644171523153,2.0,5.0,0.0,0.0,7.0,0.13750429700928155,0.3437607425232039,0.0,0.0,0.12031625988312136
PASADENA,City,1045000.0,Place,136462,87760,93525.0,93525.0,11.173483025928896,68.0,403.0,1020.0,363.0,1854.0,0.4983072210578769,2.9532030895047705,7.474608315868154,2.660081194764843,3.396549955298911
PATTERSON,City,427400.0,Place,24306,79661,79661.0,79661.0,5.365235184092592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PERRIS,City,431900.0,Place,79349,89672,86031.0,86031.0,5.020283386221246,205.0,171.0,98.0,153.0,627.0,2.583523421845266,2.1550366104172705,1.23505022117481,1.9281906514259788,1.9754502262158313
PETALUMA,City,834900.0,Place,59321,102840,102840.0,102840.0,8.118436406067678,23.0,124.0,341.0,296.0,784.0,0.3877210431381804,2.0903221456145378,5.748385900439979,4.989801250821801,3.3040575850036245
PICO RIVERA,City,621400.0,Place,60821,87760,93525.0,93525.0,6.644212777332264,34.0,55.0,40.0,57.0,186.0,0.5590174446326104,0.9042929251409875,0.6576675819207183,0.9371763042370235,0.7645385639828349
PIEDMONT,City,2000001.0,Place,11012,126240,133780.0,133780.0,14.949925250411123,16.0,31.0,42.0,56.0,145.0,1.452960406828914,2.8151107882310207,3.814021067925899,5.085361423901199,3.291863421721758
PINOLE,City,697100.0,Place,18835,125727,133780.0,133780.0,5.210793840633876,2.0,3.0,3.0,8.0,16.0,0.10618529333687285,0.15927794000530926,0.15927794000530926,0.4247411733474914,0.2123705866737457
PISMO BEACH,City,992900.0,Place,8024,93398,93398.0,93398.0,10.630848626308914,26.0,10.0,11.0,29.0,76.0,3.2402791625124627,1.2462612163509472,1.3708873379860418,3.614157527417747,2.3678963110667994
PITTSBURG,City,583100.0,Place,75868,125727,133780.0,133780.0,4.3586485274330995,217.0,115.0,148.0,8.0,488.0,2.8602309274002216,1.5157905836452787,1.9507565772130542,0.1054463014709759,1.6080560974323828
PLACENTIA,City,871000.0,Place,52384,113702,93525.0,93525.0,9.313017909649826,51.0,244.0,103.0,626.0,1024.0,0.9735797189981673,4.657910812461821,1.9662492364080635,11.950213805742212,4.886988393402566
PLACERVILLE,City,450600.0,Place,10730,106190,93986.0,93986.0,4.794331070584981,11.0,10.0,11.0,34.0,66.0,1.0251630941286114,0.9319664492078285,1.0251630941286114,3.168685927306617,1.537744641192917
PLEASANT HILL,City,1040600.0,Place,34335,125727,133780.0,133780.0,7.778442218567798,9.0,30.0,36.0,37.0,112.0,0.2621231979030144,0.873743993010048,1.0484927916120577,1.0776175913790593,0.8154943934760448
PLEASANTON,City,1432300.0,Place,77500,126240,133780.0,133780.0,10.706383614890118,36.0,23.0,45.0,45.0,149.0,0.4645161290322581,0.2967741935483871,0.5806451612903225,0.5806451612903225,0.48064516129032253
PLYMOUTH,City,358200.0,Place,1250,81526,,81526.0,4.393690356450703,0.0,18.0,0.0,15.0,33.0,0.0,14.4,0.0,12.0,6.6
POINT ARENA,City,431300.0,Place,831,64688,64688.0,64688.0,6.6673880781597825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POMONA,City,569600.0,Place,148391,87760,93525.0,93525.0,6.090350173750334,227.0,0.0,0.0,0.0,227.0,1.5297423698202721,0.0,0.0,0.0,0.38243559245506803
PORTERVILLE,City,273600.0,Place,62765,69489,69489.0,69489.0,3.9373138194534385,0.0,31.0,179.0,96.0,306.0,0.0,0.4939058392416155,2.851907910459651,1.5295148570062933,1.21883215167689
PORT HUENEME,City,556200.0,Place,21691,107327,107327.0,107327.0,5.182293365136452,3.0,14.0,3.0,7.0,27.0,0.1383062099488267,0.6454289797611913,0.1383062099488267,0.32271448988059565,0.3111889723848601
PORTOLA,City,232100.0,Place,2462,64946,,64946.0,3.5737381824900685,0.0,1.0,0.0,0.0,1.0,0.0,0.4061738424045491,0.0,0.0,0.10154346060113728
PORTOLA VALLEY,City,2000001.0,Place,4329,156000,133780.0,133780.0,14.949925250411123,13.0,4.0,5.0,15.0,37.0,3.003003003003003,0.9240009240009239,1.155001155001155,3.465003465003465,2.1367521367521367
POWAY,City,971500.0,Place,48515,102285,102285.0,102285.0,9.497971354548564,124.0,116.0,137.0,281.0,658.0,2.5559105431309903,2.3910130887354426,2.8238689065237557,5.792023085643616,3.390703906008451
RANCHO CORDOVA,City,451400.0,Place,80656,88724,93986.0,93986.0,4.8028429766135385,0.0,0.0,610.0,978.0,1588.0,0.0,0.0,7.5629835350128936,12.12557032334854,4.9221384645903585
RANCHO CUCAMONGA,City,694400.0,Place,174693,82184,86031.0,86031.0,8.071509107182294,415.0,364.0,648.0,641.0,2068.0,2.3755960456343415,2.0836553267732536,3.709364427882056,3.6692941331364164,2.9594774833565167
RANCHO MIRAGE,City,747800.0,Place,17375,89672,86031.0,86031.0,8.692215596703514,244.0,74.0,174.0,41.0,533.0,14.043165467625899,4.258992805755396,10.014388489208633,2.3597122302158273,7.669064748201439
RANCHO PALOS VERDES,City,1541400.0,Place,41259,87760,93525.0,93525.0,16.481154771451482,12.0,1.0,15.0,13.0,41.0,0.2908456336799244,0.0242371361399937,0.36355704209990547,0.3150827698199181,0.24843064543493543
RANCHO SANTA MARGARITA,City,907900.0,Place,47257,113702,93525.0,93525.0,9.707564822240043,0.0,1.0,1.0,2.0,4.0,0.0,0.021160886217914805,0.021160886217914805,0.04232177243582961,0.021160886217914805
RED BLUFF,City,271100.0,Place,14592,61834,61834.0,61834.0,4.384319306530387,2.0,4.0,9.0,9.0,24.0,0.1370614035087719,0.2741228070175438,0.6167763157894737,0.6167763157894737,0.41118421052631576
REDDING,City,363800.0,Place,93268,71931,71931.0,71931.0,5.057624668084692,150.0,11.0,218.0,231.0,610.0,1.6082686451944932,0.11793970064759617,2.337350431015997,2.4767337135995198,1.6350731226144015
REDLANDS,City,583000.0,Place,72985,82184,86031.0,86031.0,6.7766270297915865,40.0,91.0,-8.0,101.0,224.0,0.5480578201000206,1.2468315407275468,-0.10961156402000412,1.383845995752552,0.7672809481400288
REDONDO BEACH,City,1225400.0,Place,69814,87760,93525.0,93525.0,13.10237904303662,-55.0,72.0,-13.0,-31.0,-27.0,-0.7878076030595583,1.0313117712779671,-0.1862090698140774,-0.4440370126335692,-0.09668547855730944
REDWOOD CITY,City,1838800.0,Place,82423,156000,133780.0,133780.0,13.744954402750786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REEDLEY,City,311700.0,Place,25446,71434,71897.0,71897.0,4.335368652377707,76.0,187.0,101.0,179.0,543.0,2.986716969268254,7.34889570069952,3.969189656527548,7.034504440776547,5.334826691817968
RIALTO,City,454400.0,Place,103866,82184,86031.0,86031.0,5.281817019446478,160.0,125.0,0.0,576.0,861.0,1.540446344328269,1.2034737065064602,0.0,5.545606839581769,2.0723817226041246
RICHMOND,City,650100.0,Place,115396,125727,133780.0,133780.0,4.859470772910749,353.0,42.0,78.0,107.0,580.0,3.0590315088911226,0.3639640888765642,0.6759333079136192,0.9272418454712468,1.256542687788138
RIDGECREST,City,235800.0,Place,28138,67660,67660.0,67660.0,3.4850724209281703,55.0,0.0,95.0,45.0,195.0,1.9546520719311962,0.0,3.376217215153884,1.5992607861255241,1.732532518302651
RIO DELL,City,313400.0,Place,3371,61135,61135.0,61135.0,5.126359695755296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIO VISTA,City,480300.0,Place,10002,99994,99994.0,99994.0,4.803288197291837,36.0,143.0,67.0,111.0,357.0,3.599280143971206,14.297140571885622,6.698660267946411,11.097780443911219,8.923215356928615
RIPON,City,666400.0,Place,16117,88531,88531.0,88531.0,7.527306819080322,12.0,2.0,8.0,3.0,25.0,0.7445554383570143,0.1240925730595024,0.4963702922380096,0.18613885958925358,0.38778929081094493
RIVERBANK,City,442300.0,Place,24881,79661,79661.0,79661.0,5.552277777080378,30.0,8.0,109.0,228.0,375.0,1.2057393191591976,0.3215304851091194,4.3808528596117515,9.163618825609904,3.7679353723724933
RIVERSIDE,City,542100.0,Place,316241,89672,86031.0,86031.0,6.301217003173274,639.0,241.0,944.0,597.0,2421.0,2.0206108632340523,0.7620770235358476,2.985065187625893,1.8878007595473072,1.9138884584857752
ROCKLIN,City,673300.0,Place,72340,114678,93986.0,93986.0,7.1638329112846595,431.0,299.0,408.0,617.0,1755.0,5.957976223389549,4.133259607409456,5.640033176665745,8.529167818634226,6.065109206524744
ROHNERT PARK,City,634900.0,Place,44461,102840,102840.0,102840.0,6.17366783352781,379.0,204.0,271.0,174.0,1028.0,8.524324689053328,4.588290861654034,6.095229527001193,3.9135422055284406,5.780346820809249
ROLLING HILLS,City,2000001.0,Place,1511,87760,93525.0,93525.0,21.38466720128308,0.0,-1.0,0.0,0.0,-1.0,0.0,-0.6618133686300464,0.0,0.0,-0.1654533421575116
ROLLING HILLS ESTATES,City,1602300.0,Place,8158,87760,93525.0,93525.0,17.132317562149158,37.0,21.0,5.0,6.0,69.0,4.535425349350331,2.574160333415053,0.6128953174797744,0.7354743809757294,2.114488845305222
ROSEMEAD,City,729600.0,Place,50340,87760,93525.0,93525.0,7.80112269446672,73.0,129.0,104.0,104.0,410.0,1.450139054429877,2.562574493444577,2.0659515295987285,2.0659515295987285,2.0361541517679775
ROSEVILLE,City,630600.0,Place,152438,114678,93986.0,93986.0,6.709509927010406,1890.0,1763.0,1354.0,1298.0,6305.0,12.398483317807896,11.565357719203874,8.88229968905391,8.51493722037812,10.34026948661095
ROSS,City,2000001.0,Place,2626,142785,133780.0,133780.0,14.949925250411123,9.0,15.0,3.0,8.0,35.0,3.427265803503427,5.712109672505712,1.1424219345011426,3.0464584920030466,3.3320639756283317
SACRAMENTO,City,484600.0,Place,524802,88724,93986.0,93986.0,5.156087076798672,2208.0,2831.0,3195.0,3649.0,11883.0,4.207301039249089,5.394415417624171,6.088010335326466,6.953098501911197,5.66070632352773
ST. HELENA,City,1964300.0,Place,5378,108970,108970.0,108970.0,18.026062218959346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SALINAS,City,610900.0,Place,161993,94486,94486.0,94486.0,6.465508117604725,58.0,187.0,223.0,115.0,583.0,0.35804016222923213,1.154370867877007,1.3766026927089443,0.7099072182131326,0.8997302352570791
SAN ANSELMO,City,1524300.0,Place,12711,142785,133780.0,133780.0,11.394079832560921,14.0,5.0,21.0,26.0,66.0,1.1014082290929117,0.39336008181889703,1.6521123436393674,2.0454724254582644,1.2980882700023602
SAN BERNARDINO,City,384900.0,Place,221774,82184,86031.0,86031.0,4.473968685706315,25.0,447.0,99.0,200.0,771.0,0.11272737110752389,2.015565395402527,0.4464003895857946,0.9018189688601911,0.8691280312390092
SAN BRUNO,City,1199400.0,Place,42612,156000,133780.0,133780.0,8.965465689938705,37.0,56.0,9.0,13.0,115.0,0.8683000093870271,1.3141837979911761,0.21120811039143902,0.305078381676523,0.6746925748615413
SAN BUENAVENTURA (VENTURA),City,778700.0,Place,109900,107327,107327.0,107327.0,7.255397057590355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN CARLOS,City,2000001.0,Place,29797,156000,133780.0,133780.0,14.949925250411123,23.0,5.0,27.0,32.0,87.0,0.7718897875625063,0.1678021277309796,0.9061314897472901,1.0739336174782697,0.7299392556297614
SAN CLEMENTE,City,1220500.0,Place,63510,113702,93525.0,93525.0,13.049986634589683,22.0,29.0,186.0,35.0,272.0,0.34640214139505593,0.45662100456621,2.9286726499763813,0.5510943158557707,1.0706975279483546
SAND CITY,City,986100.0,Place,262,94486,94486.0,94486.0,10.436466778147027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN DIEGO,City,848500.0,Place,1385061,102285,102285.0,102285.0,8.295448990565577,3784.0,4775.0,3990.0,5001.0,17550.0,2.732009637120676,3.4475015901826707,2.880739548655258,3.6106712989536205,3.167730518728056
SAN DIMAS,City,756200.0,Place,34099,87760,93525.0,93525.0,8.08553862603582,15.0,11.0,26.0,35.0,87.0,0.43989559811138157,0.3225901052816798,0.7624857033930614,1.0264230622598902,0.6378486172615032
SAN FERNANDO,City,630700.0,Place,23716,87760,93525.0,93525.0,6.743651430098904,21.0,17.0,39.0,53.0,130.0,0.885478158205431,0.7168156518805869,1.644459436667229,2.2347782088041828,1.3703828638893574
SAN FRANCISCO,City,1380500.0,Place,836321,141446,133780.0,133780.0,10.319180744505905,5593.0,2858.0,2593.0,1724.0,12768.0,6.68762353211267,3.4173481235076006,3.100484144246049,2.061409434894018,3.8167163086900846
SAN GABRIEL,City,899000.0,Place,38764,87760,93525.0,93525.0,9.612403100775193,0.0,0.0,-4.0,189.0,185.0,0.0,0.0,-0.10318852543597153,4.875657826849654,1.1931173253534206
SANGER,City,346000.0,Place,26515,71434,71897.0,71897.0,4.812440018359598,2.0,1.0,29.0,6.0,38.0,0.07542900245144259,0.03771450122572129,1.0937205355459174,0.22628700735432775,0.3582877616443523
SAN JACINTO,City,391600.0,Place,54756,89672,86031.0,86031.0,4.551847589822273,176.0,100.0,278.0,174.0,728.0,3.214259624516035,1.826283877565929,5.077069179633282,3.1777339469647163,3.323836657169991
SAN JOAQUIN,City,249700.0,Place,3734,71434,71897.0,71897.0,3.4730239092034436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN JOSE,City,1187800.0,Place,990054,159674,157444.0,157444.0,7.544269708594802,1173.0,1708.0,1231.0,1440.0,5552.0,1.184783860274288,1.7251584257020325,1.2433665234421556,1.4544661200298166,1.4019437323620731
SAN JUAN BAUTISTA,City,707100.0,Place,2120,108289,157444.0,157444.0,4.491120652422449,0.0,0.0,-2.0,5.0,3.0,0.0,0.0,-0.9433962264150944,2.3584905660377355,0.3537735849056603
SAN JUAN CAPISTRANO,City,929700.0,Place,34998,113702,93525.0,93525.0,9.94065757818765,69.0,145.0,188.0,46.0,448.0,1.9715412309274813,4.1430938910794906,5.371735527744443,1.314360820618321,3.2001828675924338
SAN LEANDRO,City,813600.0,Place,88531,126240,133780.0,133780.0,6.0816265510539695,0.0,61.0,73.0,41.0,175.0,0.0,0.6890241836192972,0.8245699246591589,0.46311461521952757,0.4941771808744959
SAN LUIS OBISPO,City,896500.0,Place,48039,93398,93398.0,93398.0,9.598706610419923,497.0,591.0,349.0,590.0,2027.0,10.34576073606861,12.302504215325047,7.264930577239326,12.281687795332958,10.548720830991485
SAN MARCOS,City,792400.0,Place,94078,102285,102285.0,102285.0,7.746981473334311,184.0,353.0,603.0,83.0,1223.0,1.9558238908140053,3.752205616615999,6.409575033482854,0.8822466463997959,3.2499627968281635
SAN MARINO,City,2000001.0,Place,12279,87760,93525.0,93525.0,21.38466720128308,0.0,10.0,15.0,30.0,55.0,0.0,0.8143985666585226,1.221597849987784,2.443195699975568,1.1197980291554686
SAN MATEO,City,1563200.0,Place,103555,156000,133780.0,133780.0,11.684855733293467,251.0,249.0,107.0,380.0,987.0,2.42383274588383,2.404519337550094,1.0332673458548598,3.6695475834097824,2.3827917531746414
SAN PABLO,City,516000.0,Place,31771,125727,133780.0,133780.0,3.8570787860666766,8.0,8.0,16.0,67.0,99.0,0.2518019577602216,0.2518019577602216,0.5036039155204431,2.1088413962418557,0.7790123068206856
SAN RAFAEL,City,1246200.0,Place,60604,142785,133780.0,133780.0,9.315293765884288,103.0,95.0,111.0,5.0,314.0,1.6995577849646888,1.5675532968120915,1.831562273117286,0.08250280509537324,1.2952940399973598
SAN RAMON,City,1359100.0,Place,85734,125727,133780.0,133780.0,10.159216624308566,166.0,79.0,79.0,213.0,537.0,1.936221335759442,0.9214547320782887,0.9214547320782887,2.484428581426272,1.5658898453355727
SANTA ANA,City,657800.0,Place,311639,113702,93525.0,93525.0,7.0334135257952415,731.0,1034.0,1113.0,955.0,3833.0,2.345662770064081,3.3179415926761413,3.5714400315749955,3.064443153777287,3.074871887023126
SANTA BARBARA,City,1466400.0,Place,88024,95977,95977.0,95977.0,15.278660512414433,115.0,136.0,151.0,209.0,611.0,1.3064618740343543,1.5450331727710624,1.7154412432972825,2.3743524493320005,1.735322184858675
SANTA CLARA,City,1527900.0,Place,129239,159674,157444.0,157444.0,9.704402835293818,726.0,1111.0,241.0,148.0,2226.0,5.6174993616478,8.596476295854966,1.8647621847894211,1.145165159123794,4.305975750353996
SANTA CLARITA,City,721000.0,Place,229021,87760,93525.0,93525.0,7.709168671478214,1048.0,326.0,190.0,513.0,2077.0,4.575999580824465,1.4234502512869998,0.8296182446151226,2.239969260460831,2.267259334296855
SANTA CRUZ,City,1180100.0,Place,60953,109266,109266.0,109266.0,10.800248933794593,70.0,119.0,63.0,356.0,608.0,1.1484258363001,1.9523239217101702,1.03358325267009,5.840565681754795,2.4937246731087885
SANTA FE SPRINGS,City,624700.0,Place,19310,87760,93525.0,93525.0,6.67949746057204,134.0,137.0,6.0,55.0,332.0,6.939409632314862,7.09476954945624,0.31071983428275507,2.8482651475919214,4.298291040911445
SANTA MARIA,City,478200.0,Place,109880,95977,95977.0,95977.0,4.9824437104723005,505.0,377.0,308.0,456.0,1646.0,4.595922824899891,3.4310156534401166,2.8030578813250817,4.149981798325446,3.7449945394976334
SANTA MONICA,City,1810200.0,Place,91535,87760,93525.0,93525.0,19.35525260625501,0.0,-24.0,-11.0,362.0,327.0,0.0,-0.262194788878571,-0.12017261156934506,3.9547713989184463,0.8931009996176326
SANTA PAULA,City,559300.0,Place,31202,107327,107327.0,107327.0,5.211177057031316,0.0,16.0,0.0,0.0,16.0,0.0,0.5127876418178322,0.0,0.0,0.12819691045445805
SANTA ROSA,City,685000.0,Place,177216,102840,102840.0,102840.0,6.660832360949047,481.0,452.0,356.0,253.0,1542.0,2.7142018779342725,2.550559768869628,2.008847959552185,1.4276363308053448,2.175311484290358
SANTEE,City,653400.0,Place,59485,102285,102285.0,102285.0,6.388033435987682,122.0,272.0,54.0,33.0,481.0,2.0509372110616124,4.57258132302261,0.9077918803059595,0.5547617046314197,2.0215180297554003
SARATOGA,City,2000001.0,Place,30335,159674,157444.0,157444.0,12.702935646960189,0.0,-15.0,-20.0,-19.0,-54.0,0.0,-0.49447832536673814,-0.6593044338223175,-0.6263392121312016,-0.44503049283006435
SAUSALITO,City,1858900.0,Place,7171,142785,133780.0,133780.0,13.89520107639408,0.0,5.0,4.0,13.0,22.0,0.0,0.6972528238739367,0.5578022590991494,1.8128573420722354,0.7669781062613303
SCOTTS VALLEY,City,1092000.0,Place,12138,109266,109266.0,109266.0,9.993959694690023,20.0,33.0,17.0,21.0,91.0,1.6477179106936892,2.7187345526445874,1.4005602240896358,1.7301038062283738,1.8742791234140717
SEAL BEACH,City,492200.0,Place,24868,113702,93525.0,93525.0,5.2627639668537824,15.0,1.0,-3.0,4.0,17.0,0.6031848158275696,0.04021232105517131,-0.12063696316551391,0.16084928422068523,0.17090236448447807
SEASIDE,City,692600.0,Place,31964,94486,94486.0,94486.0,7.330186482653515,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.9385558753597798,0.23463896883994495
