PLACEA,COUNTYA,PLACE_TYPE
75596,107,CENSUS DESIGNATED PLACE
75672,107,CENSUS DESIGNATED PLACE
78288,107,CENSUS DESIGNATED PLACE
78336,107,CENSUS DESIGNATED PLACE
78638,107,CENSUS DESIGNATED PLACE
78750,107,CENSUS DESIGNATED PLACE
78932,107,CENSUS DESIGNATED PLACE
78949,107,CENSUS DESIGNATED PLACE
80280,107,CENSUS DESIGNATED PLACE
80644,107,INCORPORATED PLACE
82954,107,INCORPORATED PLACE
83724,107,CENSUS DESIGNATED PLACE
84345,107,CENSUS DESIGNATED PLACE
85866,107,CENSUS DESIGNATED PLACE
86300,107,INCORPORATED PLACE
86482,107,CENSUS DESIGNATED PLACE
86489,107,CENSUS DESIGNATED PLACE
86734,107,CENSUS DESIGNATED PLACE
12300,109,CENSUS DESIGNATED PLACE
13182,109,CENSUS DESIGNATED PLACE
14454,109,CENSUS DESIGNATED PLACE
14904,109,CENSUS DESIGNATED PLACE
21188,109,CENSUS DESIGNATED PLACE
31372,109,CENSUS DESIGNATED PLACE
37106,109,CENSUS DESIGNATED PLACE
42622,109,CENSUS DESIGNATED PLACE
48298,109,CENSUS DESIGNATED PLACE
48641,109,CENSUS DESIGNATED PLACE
56870,109,CENSUS DESIGNATED PLACE
57244,109,CENSUS DESIGNATED PLACE
71834,109,CENSUS DESIGNATED PLACE
72674,109,INCORPORATED PLACE
72772,109,CENSUS DESIGNATED PLACE
75322,109,CENSUS DESIGNATED PLACE
80763,109,CENSUS DESIGNATED PLACE
80896,109,CENSUS DESIGNATED PLACE
80966,109,CENSUS DESIGNATED PLACE
04938,111,CENSUS DESIGNATED PLACE
10046,111,INCORPORATED PLACE
11656,111,CENSUS DESIGNATED PLACE
12669,111,CENSUS DESIGNATED PLACE
22370,111,CENSUS DESIGNATED PLACE
24092,111,INCORPORATED PLACE
39735,111,CENSUS DESIGNATED PLACE
46702,111,CENSUS DESIGNATED PLACE
48046,111,CENSUS DESIGNATED PLACE
49138,111,INCORPORATED PLACE
53116,111,CENSUS DESIGNATED PLACE
53182,111,CENSUS DESIGNATED PLACE
53476,111,INCORPORATED PLACE
54652,111,INCORPORATED PLACE
57372,111,CENSUS DESIGNATED PLACE
58296,111,INCORPORATED PLACE
65042,111,INCORPORATED PLACE
70042,111,INCORPORATED PLACE
70130,111,CENSUS DESIGNATED PLACE
70140,111,CENSUS DESIGNATED PLACE
70322,111,CENSUS DESIGNATED PLACE
72016,111,INCORPORATED PLACE
72632,111,CENSUS DESIGNATED PLACE
78582,111,INCORPORATED PLACE
08506,113,CENSUS DESIGNATED PLACE
13784,113,CENSUS DESIGNATED PLACE
18100,113,INCORPORATED PLACE
20228,113,CENSUS DESIGNATED PLACE
22104,113,CENSUS DESIGNATED PLACE
22846,113,CENSUS DESIGNATED PLACE
31540,113,CENSUS DESIGNATED PLACE
38800,113,CENSUS DESIGNATED PLACE
45064,113,CENSUS DESIGNATED PLACE
49045,113,CENSUS DESIGNATED PLACE
63302,113,CENSUS DESIGNATED PLACE
77860,113,CENSUS DESIGNATED PLACE
81302,113,CENSUS DESIGNATED PLACE
84816,113,INCORPORATED PLACE
86034,113,INCORPORATED PLACE
86328,113,INCORPORATED PLACE
86804,113,CENSUS DESIGNATED PLACE
04576,115,CENSUS DESIGNATED PLACE
10676,115,CENSUS DESIGNATED PLACE
12612,115,CENSUS DESIGNATED PLACE
19416,115,CENSUS DESIGNATED PLACE
41572,115,CENSUS DESIGNATED PLACE
42412,115,CENSUS DESIGNATED PLACE
46170,115,INCORPORATED PLACE
53714,115,CENSUS DESIGNATED PLACE
57829,115,CENSUS DESIGNATED PLACE
72282,115,CENSUS DESIGNATED PLACE
85012,115,INCORPORATED PLACE
